neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,room_type_n
Manhattan,Private room,98,2,182,2.85,0
Brooklyn,Entire home/apt,94,3,5,0.14,1
Manhattan,Private room,55,1,4,0.97,0
Brooklyn,Entire home/apt,170,2,8,2.79,1
Manhattan,Entire home/apt,250,1,0,0.0,1
Brooklyn,Entire home/apt,275,3,78,1.53,1
Manhattan,Entire home/apt,95,3,5,0.37,1
Manhattan,Private room,67,1,22,5.64,0
Queens,Entire home/apt,115,3,2,2.0,1
Brooklyn,Private room,85,1,14,1.38,0
Brooklyn,Entire home/apt,100,3,17,1.42,1
Manhattan,Entire home/apt,135,3,21,1.13,1
Brooklyn,Entire home/apt,119,2,51,2.01,1
Manhattan,Private room,115,1,3,0.12,0
Manhattan,Entire home/apt,236,2,10,3.7,1
Brooklyn,Entire home/apt,99,2,2,0.19,1
Brooklyn,Private room,120,2,3,2.0,0
Brooklyn,Entire home/apt,100,2,2,0.79,1
Queens,Private room,55,1,208,10.28,0
Brooklyn,Private room,90,1,74,5.58,0
Manhattan,Private room,115,3,19,2.81,0
Manhattan,Entire home/apt,126,1,3,0.07,1
Brooklyn,Entire home/apt,125,6,27,0.25,1
Brooklyn,Private room,50,2,1,0.09,0
Manhattan,Entire home/apt,225,4,0,0.0,1
Brooklyn,Private room,55,1,87,3.72,0
Brooklyn,Private room,60,1,109,1.52,0
Brooklyn,Private room,95,1,3,0.06,0
Queens,Private room,50,2,0,0.0,0
Brooklyn,Private room,65,5,1,0.39,0
Manhattan,Private room,131,4,33,0.88,0
Manhattan,Private room,83,2,15,0.37,0
Manhattan,Private room,109,3,35,2.82,0
Manhattan,Entire home/apt,150,2,18,0.87,1
Brooklyn,Entire home/apt,157,1,0,0.0,1
Brooklyn,Entire home/apt,135,5,5,1.81,1
Queens,Private room,72,3,26,0.41,0
Brooklyn,Entire home/apt,140,3,11,0.2,1
Queens,Entire home/apt,100,2,10,0.88,1
Manhattan,Entire home/apt,235,2,28,4.75,1
Brooklyn,Entire home/apt,199,2,222,3.92,1
Manhattan,Entire home/apt,220,1,0,0.0,1
Brooklyn,Entire home/apt,130,3,141,8.21,1
Brooklyn,Entire home/apt,150,2,10,0.53,1
Manhattan,Private room,55,1,7,0.55,0
Brooklyn,Private room,60,1,7,0.78,0
Queens,Private room,125,1,0,0.0,0
Manhattan,Entire home/apt,118,1,6,0.16,1
Brooklyn,Private room,66,1,6,0.11,0
Bronx,Private room,35,2,21,3.35,0
Brooklyn,Private room,60,1,22,4.49,0
Queens,Private room,100,1,107,2.67,0
Manhattan,Private room,260,4,22,0.58,0
Manhattan,Private room,95,2,2,0.04,0
Brooklyn,Private room,79,3,50,3.53,0
Brooklyn,Entire home/apt,165,4,0,0.0,1
Manhattan,Entire home/apt,180,1,24,3.79,1
Brooklyn,Entire home/apt,140,2,27,3.68,1
Queens,Private room,78,1,15,0.96,0
Brooklyn,Private room,49,2,15,2.8,0
Queens,Private room,74,1,210,5.66,0
Manhattan,Private room,185,4,1,1.0,0
Brooklyn,Private room,150,3,2,0.8,0
Manhattan,Private room,40,2,1,0.03,0
Manhattan,Private room,100,5,3,0.11,0
Brooklyn,Private room,103,3,0,0.0,0
Manhattan,Private room,300,1,0,0.0,0
Brooklyn,Private room,95,1,2,0.04,0
Manhattan,Entire home/apt,230,5,14,0.45,1
Brooklyn,Private room,85,4,4,0.08,0
Manhattan,Entire home/apt,210,1,1,0.05,1
Queens,Private room,55,1,239,8.58,0
Staten Island,Entire home/apt,144,1,105,2.3,1
Manhattan,Private room,180,3,0,0.0,0
Manhattan,Private room,80,4,11,1.3,0
Manhattan,Entire home/apt,116,2,28,4.57,1
Manhattan,Shared room,69,1,8,2.7,2
Bronx,Private room,42,2,2,0.06,0
Brooklyn,Entire home/apt,97,3,6,0.33,1
Manhattan,Entire home/apt,299,2,8,0.97,1
Brooklyn,Entire home/apt,80,4,2,0.08,1
Manhattan,Entire home/apt,132,2,18,2.32,1
Manhattan,Private room,60,1,229,6.25,0
Brooklyn,Private room,38,2,112,4.91,0
Brooklyn,Private room,60,1,0,0.0,0
Brooklyn,Private room,55,7,7,0.19,0
Manhattan,Private room,85,2,25,1.48,0
Manhattan,Entire home/apt,205,3,0,0.0,1
Brooklyn,Entire home/apt,162,3,10,0.76,1
Brooklyn,Private room,58,1,1,0.68,0
Manhattan,Entire home/apt,255,4,5,0.26,1
Queens,Private room,53,1,392,13.15,0
Manhattan,Private room,99,3,3,0.19,0
Manhattan,Entire home/apt,150,6,51,1.13,1
Brooklyn,Entire home/apt,100,3,54,1.72,1
Brooklyn,Private room,100,2,0,0.0,0
Queens,Shared room,30,3,2,2.0,2
Queens,Entire home/apt,225,2,5,4.29,1
Brooklyn,Private room,29,2,1,0.08,0
Brooklyn,Private room,50,1,1,0.04,0
Manhattan,Entire home/apt,275,4,5,0.7,1
Bronx,Private room,60,3,101,3.43,0
Manhattan,Entire home/apt,145,7,37,0.65,1
Brooklyn,Private room,35,1,9,0.24,0
Brooklyn,Entire home/apt,179,7,117,3.04,1
Brooklyn,Private room,125,2,50,3.19,0
Brooklyn,Entire home/apt,179,1,15,2.54,1
Brooklyn,Private room,120,1,16,6.96,0
Staten Island,Private room,95,2,234,3.74,0
Manhattan,Entire home/apt,170,3,2,0.16,1
Manhattan,Entire home/apt,245,2,0,0.0,1
Brooklyn,Entire home/apt,100,2,7,0.12,1
Brooklyn,Private room,50,2,2,2.0,0
Queens,Entire home/apt,70,5,1,0.03,1
Brooklyn,Private room,50,2,30,3.98,0
Manhattan,Entire home/apt,100,3,89,1.12,1
Queens,Private room,60,7,53,2.24,0
Queens,Entire home/apt,110,3,81,3.33,1
Manhattan,Private room,47,2,0,0.0,0
Queens,Private room,58,1,3,0.2,0
Bronx,Entire home/apt,60,1,9,0.76,1
Brooklyn,Private room,150,1,0,0.0,0
Manhattan,Entire home/apt,100,4,3,0.26,1
Manhattan,Entire home/apt,245,2,2,2.0,1
Brooklyn,Entire home/apt,120,4,31,1.88,1
Brooklyn,Entire home/apt,89,5,10,0.23,1
Brooklyn,Entire home/apt,245,2,14,0.76,1
Bronx,Entire home/apt,149,3,37,1.9,1
Manhattan,Entire home/apt,125,5,48,2.3,1
Queens,Private room,85,1,37,2.8,0
Brooklyn,Entire home/apt,79,2,0,0.0,1
Brooklyn,Private room,125,3,1,0.06,0
Brooklyn,Private room,100,1,2,0.04,0
Manhattan,Entire home/apt,170,1,5,5.0,1
Manhattan,Entire home/apt,147,2,45,0.92,1
Manhattan,Private room,215,5,3,1.84,0
Bronx,Private room,45,5,46,1.55,0
Manhattan,Private room,107,1,2,0.04,0
Manhattan,Entire home/apt,300,1,0,0.0,1
Manhattan,Entire home/apt,250,1,2,0.02,1
Manhattan,Entire home/apt,140,1,1,0.02,1
Manhattan,Private room,95,3,16,1.08,0
Manhattan,Entire home/apt,150,1,1,0.16,1
Manhattan,Private room,155,3,27,1.11,0
Brooklyn,Entire home/apt,153,4,105,2.45,1
Manhattan,Entire home/apt,160,1,0,0.0,1
Brooklyn,Entire home/apt,175,2,4,0.45,1
Brooklyn,Private room,50,1,0,0.0,0
Manhattan,Private room,70,4,8,1.26,0
Manhattan,Private room,149,3,36,3.94,0
Brooklyn,Private room,150,2,1,0.1,0
Queens,Shared room,30,3,0,0.0,2
Manhattan,Entire home/apt,145,2,3,0.79,1
Brooklyn,Private room,89,1,0,0.0,0
Manhattan,Entire home/apt,330,4,11,0.18,1
Staten Island,Entire home/apt,97,4,19,1.54,1
Brooklyn,Private room,60,5,11,0.49,0
Brooklyn,Entire home/apt,100,8,14,0.25,1
Brooklyn,Private room,99,1,31,3.06,0
Queens,Private room,33,1,333,10.64,0
Manhattan,Entire home/apt,100,2,11,1.47,1
Brooklyn,Private room,75,2,2,2.0,0
Manhattan,Private room,65,1,2,0.04,0
Brooklyn,Private room,59,2,96,2.07,0
Manhattan,Entire home/apt,175,3,0,0.0,1
Brooklyn,Private room,50,1,17,2.71,0
Brooklyn,Entire home/apt,180,2,4,0.43,1
Manhattan,Private room,85,5,1,0.03,0
Manhattan,Private room,70,2,8,0.26,0
Queens,Entire home/apt,125,2,6,0.7,1
Manhattan,Private room,150,2,0,0.0,0
Manhattan,Entire home/apt,120,3,2,2.0,1
Brooklyn,Entire home/apt,200,2,4,0.15,1
Brooklyn,Private room,40,1,5,0.15,0
Manhattan,Private room,149,2,13,1.42,0
Manhattan,Private room,95,5,1,0.03,0
Brooklyn,Private room,102,1,48,5.81,0
Manhattan,Entire home/apt,172,2,8,1.98,1
Manhattan,Private room,33,10,5,0.16,0
Manhattan,Entire home/apt,100,2,17,0.39,1
Manhattan,Entire home/apt,71,6,2,0.14,1
Brooklyn,Private room,50,5,22,1.0,0
Brooklyn,Entire home/apt,100,5,2,0.05,1
Brooklyn,Private room,80,1,10,2.11,0
Bronx,Private room,62,2,75,3.34,0
Manhattan,Private room,150,1,1,0.03,0
Queens,Entire home/apt,119,2,19,0.52,1
Manhattan,Private room,160,2,0,0.0,0
Brooklyn,Private room,60,3,1,0.06,0
Manhattan,Entire home/apt,77,5,19,0.56,1
Brooklyn,Entire home/apt,170,5,35,0.9,1
Brooklyn,Private room,55,2,20,1.4,0
Queens,Private room,62,2,16,4.53,0
Brooklyn,Private room,50,2,6,1.78,0
Staten Island,Entire home/apt,99,1,37,4.25,1
Manhattan,Entire home/apt,225,3,76,1.78,1
Queens,Private room,70,1,52,1.61,0
Manhattan,Private room,59,5,5,1.43,0
Manhattan,Private room,83,2,25,2.69,0
Queens,Private room,60,2,0,0.0,0
Manhattan,Entire home/apt,149,3,0,0.0,1
Brooklyn,Entire home/apt,140,2,253,3.04,1
Manhattan,Private room,94,1,65,3.68,0
Manhattan,Private room,85,1,4,0.11,0
Manhattan,Private room,65,1,0,0.0,0
Brooklyn,Entire home/apt,139,2,119,2.31,1
Manhattan,Entire home/apt,175,4,19,0.43,1
Brooklyn,Private room,60,4,3,0.76,0
Brooklyn,Entire home/apt,133,2,73,2.98,1
Manhattan,Private room,50,1,7,0.62,0
Manhattan,Entire home/apt,300,1,8,2.96,1
Manhattan,Entire home/apt,200,7,0,0.0,1
Manhattan,Entire home/apt,250,1,0,0.0,1
Brooklyn,Entire home/apt,150,2,10,0.16,1
Brooklyn,Entire home/apt,250,4,3,0.13,1
Manhattan,Private room,112,3,126,2.92,0
Manhattan,Private room,139,2,1,0.04,0
Brooklyn,Private room,80,2,38,0.89,0
Manhattan,Private room,100,5,7,0.77,0
Manhattan,Entire home/apt,235,2,123,4.05,1
Brooklyn,Entire home/apt,140,6,9,0.26,1
Manhattan,Entire home/apt,150,4,1,0.05,1
Queens,Private room,59,2,4,0.29,0
Brooklyn,Entire home/apt,115,4,3,0.48,1
Brooklyn,Entire home/apt,145,7,1,0.02,1
Brooklyn,Private room,55,5,6,0.28,0
Manhattan,Private room,108,3,3,0.13,0
Manhattan,Private room,225,3,49,1.44,0
Queens,Private room,89,4,2,0.33,0
Brooklyn,Entire home/apt,120,2,5,0.52,1
Brooklyn,Private room,51,3,13,0.97,0
Brooklyn,Entire home/apt,130,1,94,1.92,1
Queens,Entire home/apt,175,7,2,0.03,1
Brooklyn,Private room,100,1,0,0.0,0
Queens,Entire home/apt,200,2,4,0.33,1
Queens,Private room,76,2,23,0.68,0
Queens,Private room,46,3,12,1.02,0
Brooklyn,Private room,49,2,26,0.54,0
Brooklyn,Entire home/apt,151,3,34,0.54,1
Brooklyn,Entire home/apt,125,4,7,0.14,1
Manhattan,Private room,145,2,75,3.07,0
Brooklyn,Private room,59,10,19,0.27,0
Manhattan,Entire home/apt,130,4,2,0.06,1
Queens,Entire home/apt,125,2,14,0.48,1
Manhattan,Entire home/apt,225,3,10,0.15,1
Bronx,Private room,55,3,0,0.0,0
Manhattan,Entire home/apt,136,1,26,5.91,1
Brooklyn,Private room,55,2,25,1.34,0
Queens,Entire home/apt,89,1,0,0.0,1
Staten Island,Private room,118,1,0,0.0,0
Manhattan,Private room,69,5,33,1.17,0
Brooklyn,Entire home/apt,93,2,37,1.32,1
Manhattan,Private room,100,2,6,0.25,0
Brooklyn,Private room,59,4,28,0.8,0
Queens,Private room,80,3,1,0.01,0
Manhattan,Entire home/apt,100,1,13,0.52,1
Manhattan,Entire home/apt,215,3,9,0.27,1
Brooklyn,Private room,60,2,1,0.02,0
Brooklyn,Private room,70,1,1,1.0,0
Brooklyn,Entire home/apt,198,2,103,1.62,1
Manhattan,Entire home/apt,250,9,2,0.2,1
Queens,Entire home/apt,275,2,1,1.0,1
Queens,Entire home/apt,250,7,5,0.13,1
Bronx,Entire home/apt,100,2,98,5.1,1
Brooklyn,Shared room,200,7,0,0.0,2
Brooklyn,Private room,80,1,0,0.0,0
Manhattan,Entire home/apt,130,7,11,0.14,1
Queens,Private room,54,3,27,2.83,0
Manhattan,Entire home/apt,250,4,19,0.2,1
Manhattan,Private room,67,1,8,0.23,0
Manhattan,Private room,69,1,4,0.29,0
Brooklyn,Private room,90,3,5,0.59,0
Manhattan,Entire home/apt,150,4,2,0.05,1
Brooklyn,Private room,85,4,0,0.0,0
Queens,Entire home/apt,99,3,5,3.41,1
Manhattan,Private room,174,1,111,5.37,0
Bronx,Private room,39,2,169,2.07,0
Brooklyn,Private room,185,1,0,0.0,0
Manhattan,Shared room,55,2,54,1.4,2
Manhattan,Entire home/apt,230,2,9,2.11,1
Brooklyn,Entire home/apt,130,2,0,0.0,1
Bronx,Private room,57,2,106,2.02,0
Bronx,Entire home/apt,98,3,0,0.0,1
Manhattan,Private room,93,3,32,3.87,0
Manhattan,Private room,135,4,5,0.22,0
Brooklyn,Entire home/apt,140,1,3,1.58,1
Brooklyn,Entire home/apt,99,3,4,0.22,1
Manhattan,Private room,199,1,24,3.27,0
Manhattan,Entire home/apt,150,2,2,0.09,1
Brooklyn,Private room,40,1,22,0.5,0
Brooklyn,Private room,62,6,18,0.51,0
Staten Island,Private room,56,1,145,2.38,0
Manhattan,Private room,100,1,2,2.0,0
Manhattan,Private room,150,2,1,0.14,0
Brooklyn,Entire home/apt,243,1,23,4.63,1
Brooklyn,Private room,65,2,22,2.46,0
Manhattan,Entire home/apt,250,1,3,1.7,1
Brooklyn,Private room,100,2,0,0.0,0
Manhattan,Shared room,65,3,1,1.0,2
Brooklyn,Entire home/apt,74,2,189,3.02,1
Brooklyn,Private room,42,1,122,2.84,0
Manhattan,Entire home/apt,123,2,7,0.2,1
Brooklyn,Entire home/apt,120,2,21,0.51,1
Queens,Entire home/apt,175,3,1,0.11,1
Manhattan,Entire home/apt,206,5,3,0.22,1
Queens,Shared room,65,2,1,0.16,2
Brooklyn,Entire home/apt,175,1,12,3.13,1
Manhattan,Entire home/apt,119,2,3,0.2,1
Manhattan,Entire home/apt,65,3,9,0.87,1
Brooklyn,Entire home/apt,140,3,16,0.27,1
Brooklyn,Private room,90,1,0,0.0,0
Brooklyn,Entire home/apt,200,4,3,0.07,1
Queens,Entire home/apt,75,1,52,1.78,1
Manhattan,Entire home/apt,250,3,4,0.08,1
Manhattan,Private room,90,3,2,0.48,0
Brooklyn,Entire home/apt,169,4,12,0.95,1
Brooklyn,Entire home/apt,121,2,1,0.2,1
Brooklyn,Shared room,37,1,9,0.31,2
Queens,Shared room,30,3,0,0.0,2
Manhattan,Private room,140,1,1,0.05,0
Manhattan,Shared room,60,1,73,3.65,2
Brooklyn,Private room,48,1,18,3.72,0
Manhattan,Entire home/apt,250,1,3,0.15,1
Manhattan,Private room,70,1,0,0.0,0
Brooklyn,Private room,45,1,2,0.04,0
Manhattan,Private room,120,1,2,0.28,0
Manhattan,Private room,180,3,18,0.39,0
Bronx,Private room,55,1,276,4.63,0
Queens,Entire home/apt,150,3,6,2.28,1
Brooklyn,Entire home/apt,110,2,0,0.0,1
Queens,Entire home/apt,300,2,73,2.14,1
Queens,Private room,35,1,42,1.52,0
Queens,Private room,65,1,347,13.48,0
Manhattan,Private room,125,2,52,2.19,0
Brooklyn,Private room,50,4,3,0.08,0
Manhattan,Entire home/apt,150,7,4,2.67,1
Manhattan,Private room,40,1,0,0.0,0
Brooklyn,Private room,69,3,0,0.0,0
Manhattan,Entire home/apt,245,2,24,0.61,1
Queens,Private room,50,2,20,1.4,0
Queens,Private room,55,1,5,0.27,0
Manhattan,Private room,129,1,0,0.0,0
Brooklyn,Entire home/apt,180,5,12,0.57,1
Manhattan,Entire home/apt,200,4,7,0.29,1
Manhattan,Entire home/apt,200,4,2,0.04,1
Manhattan,Private room,70,1,14,0.38,0
Manhattan,Entire home/apt,200,10,35,0.46,1
Manhattan,Entire home/apt,143,4,0,0.0,1
Staten Island,Entire home/apt,89,1,23,2.43,1
Brooklyn,Private room,75,1,35,0.69,0
Manhattan,Entire home/apt,200,2,17,2.13,1
Manhattan,Private room,109,1,0,0.0,0
Brooklyn,Private room,60,2,129,3.32,0
Queens,Private room,55,1,72,3.52,0
Brooklyn,Private room,50,5,0,0.0,0
Brooklyn,Private room,80,1,10,1.51,0
Brooklyn,Entire home/apt,55,1,5,2.21,1
Manhattan,Private room,94,1,23,5.9,0
Manhattan,Private room,87,2,272,4.02,0
Brooklyn,Entire home/apt,120,2,60,1.0,1
Brooklyn,Private room,90,1,1,0.08,0
Brooklyn,Private room,54,2,96,5.43,0
Manhattan,Entire home/apt,169,3,130,2.36,1
Queens,Private room,40,7,102,2.73,0
Queens,Entire home/apt,79,1,272,11.56,1
Manhattan,Entire home/apt,150,10,5,0.24,1
Manhattan,Entire home/apt,209,1,51,5.82,1
Brooklyn,Private room,40,7,1,0.58,0
Queens,Private room,70,2,4,0.64,0
Brooklyn,Entire home/apt,123,2,2,0.04,1
Manhattan,Entire home/apt,275,3,0,0.0,1
Brooklyn,Private room,55,7,2,0.38,0
Manhattan,Entire home/apt,99,2,43,1.05,1
Manhattan,Entire home/apt,85,4,3,1.13,1
Brooklyn,Private room,50,1,0,0.0,0
Brooklyn,Private room,62,2,2,0.14,0
Brooklyn,Entire home/apt,140,2,19,0.4,1
Brooklyn,Entire home/apt,90,2,12,0.25,1
Manhattan,Private room,100,7,2,0.29,0
Brooklyn,Private room,60,2,7,0.17,0
Manhattan,Private room,90,7,3,0.94,0
Manhattan,Private room,90,1,1,0.02,0
Manhattan,Entire home/apt,225,3,1,0.05,1
Queens,Private room,50,1,28,1.5,0
Brooklyn,Entire home/apt,85,1,53,4.68,1
Brooklyn,Entire home/apt,180,3,0,0.0,1
Brooklyn,Private room,75,1,19,0.29,0
Manhattan,Entire home/apt,103,4,18,0.84,1
Brooklyn,Private room,50,10,1,0.77,0
Manhattan,Private room,50,2,8,0.21,0
Brooklyn,Private room,60,3,4,2.22,0
Brooklyn,Entire home/apt,175,4,27,0.49,1
Queens,Entire home/apt,125,3,42,1.85,1
Brooklyn,Entire home/apt,250,5,3,0.06,1
Manhattan,Entire home/apt,175,7,26,0.8,1
Brooklyn,Entire home/apt,185,3,93,2.58,1
Manhattan,Entire home/apt,228,1,10,0.25,1
Manhattan,Private room,110,1,1,0.03,0
Queens,Private room,50,1,0,0.0,0
Queens,Entire home/apt,95,1,1,0.03,1
Queens,Private room,68,2,10,0.89,0
Brooklyn,Entire home/apt,150,2,2,0.64,1
Brooklyn,Private room,35,3,2,0.06,0
Manhattan,Entire home/apt,299,6,0,0.0,1
Brooklyn,Private room,125,5,26,0.59,0
Manhattan,Entire home/apt,175,1,1,0.02,1
Brooklyn,Entire home/apt,75,3,21,1.06,1
Manhattan,Private room,92,2,0,0.0,0
Brooklyn,Entire home/apt,140,3,156,2.36,1
Queens,Private room,95,1,0,0.0,0
Manhattan,Private room,207,1,3,0.74,0
Manhattan,Private room,95,1,7,0.19,0
Brooklyn,Entire home/apt,150,4,7,0.63,1
Bronx,Shared room,20,10,2,0.32,2
Manhattan,Entire home/apt,243,2,4,1.35,1
Brooklyn,Private room,100,1,0,0.0,0
Manhattan,Private room,10,1,2,0.13,0
Manhattan,Private room,45,1,0,0.0,0
Brooklyn,Private room,62,3,112,1.43,0
Queens,Private room,48,4,11,0.79,0
Brooklyn,Private room,36,1,18,0.79,0
Manhattan,Entire home/apt,195,1,3,0.11,1
Brooklyn,Private room,100,1,1,0.16,0
Manhattan,Entire home/apt,125,2,104,2.63,1
Bronx,Entire home/apt,190,1,19,1.47,1
Brooklyn,Private room,89,4,4,0.29,0
Manhattan,Entire home/apt,148,4,5,0.13,1
Brooklyn,Private room,56,7,12,0.44,0
Brooklyn,Private room,75,3,65,1.95,0
Manhattan,Entire home/apt,250,1,2,2.0,1
Queens,Entire home/apt,90,7,16,0.69,1
Brooklyn,Private room,30,10,0,0.0,0
Brooklyn,Private room,99,3,35,0.82,0
Brooklyn,Entire home/apt,140,5,8,0.22,1
Manhattan,Private room,69,2,1,1.0,0
Brooklyn,Private room,80,1,108,5.18,0
Bronx,Entire home/apt,120,2,0,0.0,1
Manhattan,Entire home/apt,110,5,70,1.81,1
Brooklyn,Private room,70,1,18,0.32,0
Queens,Private room,59,2,6,0.43,0
Brooklyn,Entire home/apt,248,3,57,0.9,1
Brooklyn,Private room,99,1,0,0.0,0
Brooklyn,Entire home/apt,170,3,4,1.3,1
Queens,Private room,35,1,0,0.0,0
Manhattan,Entire home/apt,157,3,1,1.0,1
Brooklyn,Entire home/apt,185,1,3,0.06,1
Brooklyn,Private room,50,1,171,5.17,0
Manhattan,Entire home/apt,107,1,0,0.0,1
Manhattan,Entire home/apt,125,5,15,0.38,1
Brooklyn,Entire home/apt,145,6,0,0.0,1
Brooklyn,Entire home/apt,100,5,3,0.25,1
Brooklyn,Private room,49,5,0,0.0,0
Brooklyn,Private room,120,3,1,0.02,0
Queens,Private room,95,1,0,0.0,0
Brooklyn,Entire home/apt,125,1,153,2.21,1
Brooklyn,Private room,98,4,216,2.31,0
Manhattan,Entire home/apt,219,6,45,0.64,1
Manhattan,Private room,30,5,3,0.12,0
Bronx,Entire home/apt,200,1,13,6.61,1
Manhattan,Private room,85,3,15,2.13,0
Brooklyn,Private room,50,3,7,0.31,0
Manhattan,Entire home/apt,120,1,4,0.31,1
Manhattan,Entire home/apt,199,1,1,0.02,1
Bronx,Entire home/apt,150,1,3,3.0,1
Brooklyn,Entire home/apt,125,5,1,0.24,1
Brooklyn,Private room,53,1,351,6.09,0
Manhattan,Private room,120,1,0,0.0,0
Brooklyn,Private room,76,2,7,0.21,0
Manhattan,Entire home/apt,300,1,0,0.0,1
Manhattan,Private room,45,1,13,2.45,0
Brooklyn,Entire home/apt,63,4,54,1.71,1
Manhattan,Shared room,65,1,23,0.81,2
Manhattan,Entire home/apt,185,2,3,1.11,1
Manhattan,Private room,150,1,38,0.77,0
Manhattan,Shared room,65,1,2,2.0,2
Brooklyn,Private room,30,7,0,0.0,0
Bronx,Entire home/apt,139,2,28,0.8,1
Manhattan,Private room,129,5,1,0.02,0
Brooklyn,Entire home/apt,120,2,55,2.89,1
Bronx,Entire home/apt,77,1,197,2.49,1
Queens,Entire home/apt,139,1,1,1.0,1
Queens,Entire home/apt,75,1,0,0.0,1
Manhattan,Private room,95,6,2,0.08,0
Brooklyn,Entire home/apt,250,7,3,0.24,1
Bronx,Private room,142,1,29,2.47,0
Manhattan,Private room,51,1,1,1.0,0
Manhattan,Private room,129,5,0,0.0,0
Manhattan,Entire home/apt,120,1,57,4.25,1
Manhattan,Entire home/apt,165,3,14,0.38,1
Brooklyn,Private room,55,1,39,3.45,0
Brooklyn,Private room,50,1,0,0.0,0
Brooklyn,Entire home/apt,100,7,2,1.5,1
Bronx,Private room,37,2,63,1.15,0
Brooklyn,Entire home/apt,99,3,66,1.05,1
Brooklyn,Private room,75,10,12,0.26,0
Manhattan,Private room,69,3,18,0.29,0
Brooklyn,Entire home/apt,160,7,1,0.04,1
Manhattan,Entire home/apt,110,1,3,0.09,1
Queens,Private room,39,1,2,0.04,0
Manhattan,Entire home/apt,205,3,47,1.01,1
Brooklyn,Entire home/apt,120,1,5,0.18,1
Brooklyn,Private room,60,3,4,0.2,0
Queens,Private room,55,1,0,0.0,0
Bronx,Shared room,35,1,3,0.94,2
Brooklyn,Entire home/apt,79,2,156,4.21,1
Brooklyn,Private room,79,1,75,4.91,0
Queens,Entire home/apt,96,2,1,0.03,1
Manhattan,Entire home/apt,160,3,158,2.33,1
Brooklyn,Entire home/apt,100,3,106,2.28,1
Manhattan,Entire home/apt,275,4,18,1.9,1
Brooklyn,Private room,70,2,0,0.0,0
Brooklyn,Private room,120,7,0,0.0,0
Manhattan,Entire home/apt,300,3,12,3.91,1
Brooklyn,Private room,40,1,35,2.92,0
Brooklyn,Private room,45,5,0,0.0,0
Brooklyn,Shared room,38,1,32,1.6,2
Brooklyn,Entire home/apt,226,2,0,0.0,1
Manhattan,Private room,130,2,0,0.0,0
Brooklyn,Private room,60,1,12,3.64,0
Queens,Entire home/apt,75,3,2,0.04,1
Brooklyn,Private room,40,7,0,0.0,0
Queens,Private room,35,1,2,0.06,0
Brooklyn,Entire home/apt,200,3,6,0.11,1
Brooklyn,Private room,46,3,10,1.05,0
Manhattan,Entire home/apt,133,1,20,0.36,1
Queens,Entire home/apt,99,4,50,1.85,1
Brooklyn,Entire home/apt,250,3,15,1.99,1
Bronx,Private room,50,1,7,1.84,0
Brooklyn,Private room,50,2,15,0.55,0
Manhattan,Entire home/apt,288,3,4,0.7,1
Manhattan,Private room,129,1,35,3.3,0
Brooklyn,Private room,50,3,71,1.85,0
Manhattan,Shared room,65,1,17,4.77,2
Brooklyn,Private room,80,5,0,0.0,0
Brooklyn,Entire home/apt,119,2,209,3.62,1
Manhattan,Entire home/apt,199,1,3,0.09,1
Manhattan,Entire home/apt,199,2,27,1.34,1
Manhattan,Private room,100,2,97,3.57,0
Manhattan,Entire home/apt,75,1,10,1.42,1
Brooklyn,Private room,99,1,1,1.0,0
Brooklyn,Private room,55,1,56,1.46,0
Manhattan,Private room,200,3,8,0.83,0
Brooklyn,Private room,110,3,20,3.26,0
Manhattan,Entire home/apt,79,2,15,0.16,1
Manhattan,Entire home/apt,249,1,37,3.04,1
Manhattan,Entire home/apt,160,3,1,0.03,1
Brooklyn,Entire home/apt,93,3,2,0.46,1
Manhattan,Private room,75,7,3,0.29,0
Brooklyn,Private room,64,5,4,0.07,0
Brooklyn,Entire home/apt,165,2,150,1.4,1
Brooklyn,Private room,40,10,0,0.0,0
Manhattan,Entire home/apt,200,1,7,0.99,1
Brooklyn,Entire home/apt,195,3,84,1.77,1
Manhattan,Entire home/apt,230,3,8,0.95,1
Brooklyn,Entire home/apt,200,2,58,1.71,1
Queens,Private room,125,2,128,2.17,0
Brooklyn,Private room,73,5,89,2.68,0
Manhattan,Entire home/apt,100,3,2,0.06,1
Brooklyn,Private room,51,2,2,0.1,0
Manhattan,Entire home/apt,250,1,0,0.0,1
Bronx,Private room,125,1,0,0.0,0
Bronx,Entire home/apt,100,2,58,1.26,1
Brooklyn,Entire home/apt,280,3,3,0.33,1
Brooklyn,Entire home/apt,130,3,0,0.0,1
Manhattan,Entire home/apt,269,1,63,6.18,1
Manhattan,Private room,160,3,1,1.0,0
Manhattan,Private room,91,3,35,2.84,0
Brooklyn,Private room,39,5,60,0.95,0
Manhattan,Entire home/apt,150,5,20,2.01,1
Brooklyn,Private room,50,3,1,0.07,0
Manhattan,Private room,69,2,7,2.19,0
Brooklyn,Private room,150,2,6,0.26,0
Brooklyn,Private room,55,2,62,0.71,0
Manhattan,Entire home/apt,151,2,73,0.63,1
Manhattan,Entire home/apt,200,2,4,0.45,1
Brooklyn,Entire home/apt,85,3,1,0.03,1
Brooklyn,Entire home/apt,110,3,10,0.22,1
Manhattan,Entire home/apt,105,5,117,4.29,1
Queens,Entire home/apt,246,2,3,0.15,1
Brooklyn,Private room,85,2,0,0.0,0
